output,utilitywalk,utilitypt,utilitycar,seed,fuaInd,popSample
carShare,-18.422178547358605,-8.964812907791998,16.768906412323904,-495.63990095457166,83.09330266616422,49.97344555466311
ptShare,1.9508563431819033,3.1256809851540486,2.2491521409271087,79.71838258761309,7.765359264452994,1.3665613115098174
walkShare,0.789242762510072,-1.336494669073155,-3.6992654379394923,-0.25648268820669645,-15.295545444789294,-6.848281384081026
avgTripDistance,1.2550087820167257,2.285343905333084,1.399239091784168,-0.24871177018213328,2.3989479397652604,-0.8017691281682451
avgScore,1.7605808437874357,-0.31655351288910133,0.8534205372394009,-15.785981262661418,2.4896143788533376,3.4026741636015547
