avgScore,avgTripDistance,carShare,fuaName,iterations,popSample,ptShare,seed,threads,utilitycar,utilitypt,utilitywalk,walkShare,openmole$experiment
-342.75877289781505,1.888483329318929,0.5921430147870227,Taunton,1,0.05,0.20105936879276098,0.0,10,0.0,0.0,0.0,0.2067976164202163,14
-325.46421388856027,1.922061811441866,0.595823967822075,Taunton,1,0.09375,0.20844670531172366,1250.0,10,37.5,37.5,87.5,0.19572932686620134,13
-331.8182617874736,2.0790090775374734,0.613036593947924,Taunton,1,0.0625,0.19757213230119633,7500.0,10,75.0,75.0,75.0,0.18939127375087966,17
-340.9974185791577,1.217097669834798,0.6035927720216415,Exeter,1,0.08750000000000001,0.19804448530711835,2500.0,10,25.0,25.0,25.0,0.19836274267124016,16
-336.25306409483625,2.1865484381415476,0.6007635121559172,Taunton,1,0.05625,0.19258589511754068,8750.0,10,62.5,37.5,37.5,0.2066505927265421,18
-342.7562345540328,2.1317315829014545,0.5935744776454729,Taunton,1,0.05,0.20096607503931702,0.0,10,0.0,0.0,0.0,0.20545944731521007,20
-333.42533733133433,1.7939042994522751,0.5973763118440779,Taunton,1,0.07500000000000001,0.1957271364317841,5000.0,10,50.0,50.0,50.0,0.20689655172413793,21
-328.59460722597385,1.332306408074723,0.603811376902827,Exeter,1,0.08125,0.19821830529167145,3750.0,10,12.5,87.5,87.5,0.1979703178055015,19
-336.1790628115653,2.1583515509895235,0.6002991026919242,Taunton,1,0.05625,0.1925224327018943,8750.0,10,62.5,87.5,37.5,0.20717846460618144,24
-330.9276615428409,1.3702448091081068,0.6035439795046968,Exeter,1,0.08750000000000001,0.19813905493879874,2500.0,10,25.0,75.0,75.0,0.1983169655565044,22
-328.69250304367677,1.3429501202699528,0.6038084005478618,Exeter,1,0.08125,0.19818140313498706,3750.0,10,12.5,37.5,87.5,0.1980101963171511,25
-330.84094264023616,1.2477954995391167,0.603806410797132,Exeter,1,0.08750000000000001,0.19808800787290876,2500.0,10,75.0,25.0,75.0,0.19810558132995923,28
-342.83101748095027,2.0528178455944066,0.5941281936351412,Taunton,1,0.05,0.20058269834155087,0.0,10,0.0,0.0,0.0,0.20528910802330794,26
-333.1422458314889,1.9300717872615314,0.5974620038365058,Taunton,1,0.07500000000000001,0.19558801829718164,5000.0,10,50.0,50.0,50.0,0.20694997786631253,27
-342.25053267045456,1.9534424284312177,0.6130149147727273,Taunton,1,0.0625,0.1981534090909091,7500.0,10,25.0,75.0,25.0,0.18883167613636365,29
-336.1688613477924,1.9722966998889346,0.6013749031758326,Taunton,1,0.05625,0.19229279628195198,8750.0,10,87.5,37.5,37.5,0.20633230054221532,30
-341.9881188118812,1.793743370427828,0.5928492849284929,Taunton,1,0.05,0.20154015401540154,0.0,10,0.0,0.0,0.0,0.20561056105610562,32
-328.57943845068814,1.2776525844697433,0.6038275323090999,Exeter,1,0.08125,0.1981815409248599,3750.0,10,37.5,87.5,87.5,0.1979909267660402,31
-337.74398717263495,1.8198323858102352,0.5998574737217175,Taunton,1,0.0625,0.20220915731337966,2500.0,10,75.0,75.0,25.0,0.1979333689649029,35
-329.603246088093,1.353939269989592,0.5983893186393981,Exeter,1,0.08750000000000001,0.2048143831019745,7500.0,10,25.0,25.0,75.0,0.19679629825862738,34
-342.45460750853243,2.0177074237872534,0.5944254835039818,Taunton,1,0.05,0.20034129692832764,0.0,10,0.0,0.0,0.0,0.20523321956769056,38
-333.42850699142986,1.835142215334908,0.5970530747256052,Taunton,1,0.07500000000000001,0.1958352127499624,5000.0,10,50.0,50.0,50.0,0.20711171252443242,33
-334.6322420634921,1.9255233318630183,0.5944444444444444,Taunton,1,0.05625,0.20873015873015874,6250.0,10,62.5,37.5,37.5,0.19682539682539682,36
-325.7317017470407,1.302565252594265,0.5933658128116317,Exeter,1,0.08125,0.2053058272751494,1250.0,10,12.5,87.5,87.5,0.2013283599132189,37
-341.4784927124067,1.9344834381602594,0.6130465694987558,Taunton,1,0.0625,0.19783149662282262,7500.0,10,75.0,75.0,25.0,0.1891219338784216,41
-333.49553704254686,1.8570161654102812,0.597664385599524,Taunton,1,0.07500000000000001,0.1954031538232669,5000.0,10,50.0,50.0,50.0,0.20693246057720915,39
-331.0270935960591,1.3123690585774122,0.6036077541907361,Exeter,1,0.08750000000000001,0.1981784030903356,2500.0,10,25.0,25.0,75.0,0.1982138427189283,40
-338.29000876904524,1.2283021289033005,0.6038309766524169,Exeter,1,0.05625,0.19278197961196974,8750.0,10,62.5,37.5,37.5,0.20338704373561328,42
-328.07000547720116,2.106729275474071,0.6059153772422292,Taunton,1,0.08125,0.2008078871696563,3750.0,10,12.5,87.5,87.5,0.19327673558811448,43
-342.8083242059146,1.8668152523755743,0.5929901423877327,Taunton,1,0.05,0.20065717415115006,0.0,10,0.0,0.0,0.0,0.2063526834611172,44
-331.0042356360543,1.1948695865962922,0.6035338319214546,Exeter,1,0.08750000000000001,0.19825966752915322,2500.0,10,25.0,25.0,75.0,0.19820650054939212,46
-333.35364559648326,1.832588624996555,0.596862210095498,Taunton,1,0.07500000000000001,0.19652872517811126,5000.0,10,50.0,50.0,50.0,0.2066090647263908,45
-341.3507637017071,1.8163754765317204,0.6124887690925427,Taunton,1,0.0625,0.1982030548068284,7500.0,10,75.0,75.0,25.0,0.18930817610062894,47
-338.2389504982321,1.9017426280726477,0.6065573770491803,Taunton,1,0.06875,0.1904532304725169,8750.0,10,62.5,37.5,37.5,0.2029893924783028,48
