avgScore,avgTripDistance,carShare,fuaName,iterations,popSample,ptShare,seed,threads,utilitycar,utilitypt,utilitywalk,walkShare,openmole$experiment
0.0,0.0,0.0,Greenock,1,1.0,0.0,8437.5,10,53.125,15.625,15.625,0.0,176
0.0,0.0,0.0,Aberdeen,1,1.0,0.0,0.0,10,0.0,0.0,0.0,0.0,2
-328.57179418844566,1.8554816538356458,0.5994910591471801,Lancaster,1,1.0,0.2010041265474553,9062.5,10,21.875,21.875,84.375,0.19950481430536451,20
-330.58548348304384,2.3400897080139687,0.5999665373474573,Reading,1,1.0,0.20088676029237992,2500.0,10,25.0,25.0,75.0,0.19914670236016271,4
-338.01988605299607,1.651660702756073,0.599752606065024,Eastbourne,1,1.0,0.20019089881906985,8750.0,10,62.5,37.5,37.5,0.20005649511590612,6
-329.08680651776314,1.2414609575213302,0.6039421698957252,Stafford,1,1.0,0.1994441849233181,3750.0,10,12.5,87.5,87.5,0.19661364518095661,7
-340.2096448748991,0.9785966772711432,0.6232849071832123,Lowestoft,1,1.0,0.19229217110573044,6250.0,10,87.5,12.5,62.5,0.1844229217110573,8
-332.03620148365155,2.7599462627605167,0.6009067235456874,Basingstoke,1,1.0,0.19896307146711895,9375.0,10,43.75,81.25,68.75,0.20013020498719367,11
-341.7548451950426,4.819118549689899,0.5995949267916044,Leicester,1,1.0,0.20048781941739857,4375.0,10,93.75,31.25,18.75,0.19991725379099698,10
-326.71887769890145,2.004256118921798,0.5995314935188353,Coventry,1,1.0,0.20068961366429722,1875.0,10,68.75,6.25,93.75,0.1997788928168675,12
-339.2598360062624,2.487078595455127,0.5996417090958527,Telford,1,1.0,0.19961013388765367,5625.0,10,31.25,18.75,31.25,0.20074815701649365,14
-329.65611566180905,0.9675742620438197,0.6012921865574499,Folkestone,1,1.0,0.19893958154744895,625.0,10,81.25,68.75,81.25,0.19976823189510112,15
-334.21636836508844,1.3635757091468066,0.5994686737510166,Cambridge,1,1.0,0.20014733136891508,8125.0,10,6.25,43.75,56.25,0.20038399488006828,16
-344.33526902872933,3.6203093746671544,0.5999831105952865,Norwich,1,1.0,0.19979949245173528,3125.0,10,56.25,93.75,6.25,0.20021739695297816,17
-343.76201474817873,1.61174952512634,0.6002004351101208,Colchester,1,1.0,0.19952248507930487,6562.5,10,46.875,46.875,9.375,0.20027707981057433,18
-326.357240343754,3.3335805673030654,0.6005964151975428,Margate,1,1.0,0.19987798207598773,7812.5,10,34.375,59.375,96.875,0.19952560272646946,23
-333.3098253571451,0.7995570791394364,0.5986118212980323,Rugby,1,1.0,0.20183196661805833,1562.5,10,96.875,96.875,59.375,0.19955621208390936,19
-336.21807982348673,0.3057357728409538,0.5999746252264897,Bridgend,1,1.0,0.19890452344985904,2812.5,10,84.375,9.375,46.875,0.20112085132365126,22
-331.1580371741365,4.754612819900257,0.5997498070514907,Stoke-on-Trent,1,1.0,0.1992325953129058,312.5,10,59.375,34.375,71.875,0.20101759763560348,24
-340.69801072716325,1.25073613843467,0.5983100916634085,Exeter,1,1.0,0.2007441058007981,5312.5,10,9.375,84.375,21.875,0.20094580253579342,25
-333.1971732628866,0.8510311339627962,0.5981032446328076,Rugby,1,1.0,0.2003814985820127,8437.5,10,46.875,15.625,59.375,0.20151525678517967,50
-342.33658270443794,4.316187583970201,0.5995816303543269,Southend-on-Sea,1,1.0,0.2004441154700222,8437.5,10,53.125,15.625,15.625,0.19997425417565087,26
0.0,0.0,0.0,Aberdeen,1,1.0,0.0,0.0,10,0.0,0.0,0.0,0.0,27
-335.1656232012398,0.29706997658386375,0.5983573168031879,Hereford,1,1.0,0.1993579809608147,5000.0,10,50.0,50.0,50.0,0.20228470223599734,28
-340.6120098706716,1.5569576406562777,0.6001182355012056,Chelmsford,1,1.0,0.20081768484260729,2500.0,10,25.0,75.0,25.0,0.1990640796561871,30
-330.4676967349568,2.3606149813798605,0.5995051824090882,Reading,1,1.0,0.20071692083755094,7500.0,10,75.0,25.0,75.0,0.19977789675336083,29
-348.4227822580645,0.975372133621918,0.6171370967741936,Lowestoft,1,1.0,0.18004032258064517,8750.0,10,87.5,37.5,12.5,0.2028225806451613,31
-333.21118490550947,5.687025746055464,0.6005496812548529,Blackwater,1,1.0,0.20010880323110605,3750.0,10,37.5,87.5,62.5,0.1993415155140411,32
-338.4441629188573,1.2992818428675919,0.6017767783619433,Stafford,1,1.0,0.20090897573953254,6250.0,10,62.5,62.5,37.5,0.19731424589852412,34
-339.28173928192456,1.944895272119868,0.5997434313678909,Coventry,1,1.0,0.19977510650765745,9375.0,10,93.75,43.75,31.25,0.20048146212445161,35
-329.3187347761658,2.6664371740764503,0.5998867296614587,Sheffield,1,1.0,0.20012179067374133,4375.0,10,43.75,93.75,81.25,0.1999914796648,36
-334.3001497388532,4.870507100827359,0.5998050804025594,Leicester,1,1.0,0.20053720011414083,1875.0,10,18.75,18.75,56.25,0.1996577194832998,37
-344.39056264451483,2.775498753438572,0.6006572749850133,Basingstoke,1,1.0,0.20006422882589706,6875.0,10,68.75,68.75,6.25,0.19927849618908966,38
-337.0018279199554,2.469642945481398,0.6006765442715303,Telford,1,1.0,0.19919665852064075,625.0,10,6.25,6.25,43.75,0.20012679720782897,39
-326.73220613168905,0.9629370934302672,0.5995669208836846,Folkestone,1,1.0,0.1999434838103342,5625.0,10,56.25,56.25,93.75,0.20048959530598118,40
-341.8403609566618,3.6602671429326916,0.599983544654611,Norwich,1,1.0,0.19979820550128177,3125.0,10,31.25,81.25,18.75,0.20021824984410724,42
-326.0621477910405,0.2983595517904148,0.5993992137467503,Bridgend,1,1.0,0.19966829941031006,4687.5,10,84.375,53.125,96.875,0.20093248684293957,43
-336.0686070549372,3.4498094707713483,0.5994539945715067,Margate,1,1.0,0.1986660214194037,9687.5,10,34.375,3.125,46.875,0.20187998400908957,44
-331.38266067107224,1.311137637594526,0.6013201166542567,Exeter,1,1.0,0.19875589476296848,2187.5,10,59.375,28.125,71.875,0.19992398858277488,46
-328.59067355508324,1.8169408042488797,0.5995501722963911,Lancaster,1,1.0,0.19935139522247214,5937.5,10,21.875,90.625,84.375,0.20109843248113682,47
-338.8209620250235,1.3438746516355893,0.6002098150233728,Aylesbury,1,1.0,0.2003450634330469,937.5,10,71.875,40.625,34.375,0.19944512154358032,48
-343.8483602995209,1.6707794473368953,0.600614212756767,Colchester,1,1.0,0.19872232157672523,3437.5,10,96.875,65.625,9.375,0.20066346566650775,49
-330.58556471835715,2.282027583497075,0.5999652822075496,Reading,1,1.0,0.20088634942412384,2500.0,10,25.0,25.0,75.0,0.1991483683683265,54
0.0,0.0,0.0,Greenock,1,1.0,0.0,5312.5,10,15.625,96.875,65.625,0.0,51
0.0,0.0,0.0,Aberdeen,1,1.0,0.0,0.0,10,0.0,0.0,0.0,0.0,52
-335.14376023728363,0.2971157545106945,0.5983576076851564,Hereford,1,1.0,0.19936694851476383,5000.0,10,50.0,50.0,50.0,0.2022754438000797,53
-341.53002074440263,4.690875410431926,0.6013526612457798,Stoke-on-Trent,1,1.0,0.19865063079078377,7187.5,10,9.375,78.125,21.875,0.19999670796343644,45
-340.1079785856144,1.5517849376809456,0.5979289685359973,Chelmsford,1,1.0,0.20164327512570324,7500.0,10,75.0,75.0,25.0,0.20042775633829946,55
-343.02479509223696,1.637013932264659,0.5997544296069507,Eastbourne,1,1.0,0.2001808746679788,8750.0,10,62.5,37.5,12.5,0.20006469572507052,56
-334.0325549178706,1.3904377404111041,0.6039461705917277,Stafford,1,1.0,0.19943795764892144,3750.0,10,12.5,87.5,62.5,0.19661587175935089,57
-338.11970126648083,5.758178337341654,0.6001804497748127,Blackwater,1,1.0,0.19989519583715865,1250.0,10,37.5,62.5,37.5,0.19992435438802866,59
-331.7011176839249,1.3507343081918541,0.599463951755658,Cambridge,1,1.0,0.20015134695455924,8125.0,10,81.25,31.25,68.75,0.20038470128978275,41
-335.13377016129033,0.6974903622088509,0.620766129032258,Lowestoft,1,1.0,0.1941532258064516,6250.0,10,87.5,12.5,87.5,0.18508064516129033,58
-329.5375065333996,2.827059514876164,0.6008414161839806,Basingstoke,1,1.0,0.19904805154745175,9375.0,10,43.75,81.25,81.25,0.2001105322685677,61
-339.2524055075479,4.874802007775991,0.5995901412508355,Leicester,1,1.0,0.20049231301968543,4375.0,10,93.75,31.25,31.25,0.19991754572947903,60
-334.2356022549897,1.9473686028333554,0.5995570838846674,Coventry,1,1.0,0.20066873202386518,1875.0,10,68.75,6.25,56.25,0.19977418409146733,62
-344.1919389059198,2.7056972493808584,0.5992845627605102,Sheffield,1,1.0,0.2004740345982609,6875.0,10,18.75,56.25,6.25,0.2002414026412289,63
-328.2637642893918,1.6532582330763679,0.600671584328484,Eastbourne,1,1.0,0.2005230521092942,1250.0,10,12.5,12.5,87.5,0.19880536356222178,33
-336.75507652334073,2.457963545788312,0.5996447913697459,Telford,1,1.0,0.19962505755695398,5625.0,10,31.25,18.75,43.75,0.20073015107330014,64
-327.18351847383695,0.940618740058925,0.6012679928631749,Folkestone,1,1.0,0.19894534995206137,625.0,10,81.25,68.75,93.75,0.19978665718476377,65
-331.7119366118543,1.3988300446439206,0.5994673209041544,Cambridge,1,1.0,0.2001480034534139,8125.0,10,6.25,43.75,68.75,0.20038467564243165,66
-335.81909065804007,0.8749581996494901,0.5986144863500079,Rugby,1,1.0,0.20183051917311032,1562.5,10,96.875,96.875,46.875,0.1995549944768818,69
-341.8381996016195,3.6653978730632186,0.5999826791088402,Norwich,1,1.0,0.19980080975166173,3125.0,10,56.25,93.75,18.75,0.20021651113949812,67
-341.0235628043412,1.8302368289167548,0.5994834796005393,Lancaster,1,1.0,0.2010406063440535,9062.5,10,21.875,21.875,21.875,0.1994759140554073,70
-326.27105670340666,1.658839580623143,0.600194893269598,Colchester,1,1.0,0.1995246184437509,6562.5,10,46.875,46.875,96.875,0.20028048828665113,68
-331.32443203733703,1.3752137381434184,0.6001928565918383,Aylesbury,1,1.0,0.19915914525958497,4062.5,10,71.875,71.875,71.875,0.20064799814857673,71
-338.8419025417712,3.406819829778713,0.6005900822012906,Margate,1,1.0,0.1998706236884871,7812.5,10,34.375,59.375,34.375,0.1995392941102223,73
-343.66376854314626,4.727179366095703,0.5997367627299899,Stoke-on-Trent,1,1.0,0.1992468489219154,312.5,10,59.375,34.375,9.375,0.20101638834809474,74
-328.7113525540645,0.309354555823099,0.5999623382029377,Bridgend,1,1.0,0.19889789688596404,2812.5,10,84.375,9.375,84.375,0.20113976491109833,72
-333.15775173266405,1.2877462499234307,0.5983104586518415,Exeter,1,1.0,0.20075170008934776,5312.5,10,9.375,84.375,59.375,0.20093784125881067,75
0.0,0.0,0.0,Aberdeen,1,1.0,0.0,0.0,10,0.0,0.0,0.0,0.0,77
-338.8546963957848,1.3809283123933846,0.6002602358580326,Aylesbury,1,1.0,0.19914471890927232,4062.5,10,71.875,71.875,34.375,0.20059504523269509,21
-335.13695617473354,0.3263797311101865,0.5983408119468634,Hereford,1,1.0,0.19931096252416508,5000.0,10,50.0,50.0,50.0,0.2023482255289715,78
-330.58861684729186,2.2934239623472417,0.5999719755559925,Reading,1,1.0,0.2008829791238806,2500.0,10,25.0,25.0,75.0,0.199145045320127,79
-340.10519857058404,1.5283795696652902,0.5979335906104908,Chelmsford,1,1.0,0.2016393115954062,7500.0,10,75.0,75.0,25.0,0.200427097794103,80
-332.33429658146474,4.299306139818447,0.5995856564730113,Southend-on-Sea,1,1.0,0.2004384800431239,8437.5,10,53.125,15.625,65.625,0.19997586348386473,76
-338.01965432087513,1.6936716924391464,0.5997466751108297,Eastbourne,1,1.0,0.200197283591746,8750.0,10,62.5,37.5,37.5,0.20005604129742438,81
-329.0889230257584,1.2908015146667464,0.6039243322854723,Stafford,1,1.0,0.19945521779410716,3750.0,10,12.5,87.5,87.5,0.19662044992042063,82
-343.1093220197779,5.704063169357738,0.600181616722068,Blackwater,1,1.0,0.19989336265860222,1250.0,10,37.5,62.5,12.5,0.19992502061932968,84
-340.01774909237594,0.7912663664642708,0.6208148446954417,Lowestoft,1,1.0,0.19140782573618395,6250.0,10,87.5,12.5,62.5,0.18777732956837434,83
-341.7554681523283,4.8889541348647905,0.5995959162991781,Leicester,1,1.0,0.2004883919966731,4375.0,10,93.75,43.75,18.75,0.19991569170414886,85
-326.72203029318797,2.019648335806587,0.5995484540492582,Coventry,1,1.0,0.2006789032978698,1875.0,10,68.75,18.75,93.75,0.19977264265287206,87
-336.677698115619,2.672612511086338,0.5992866952244751,Sheffield,1,1.0,0.20047172175516914,6875.0,10,18.75,68.75,43.75,0.2002415830203558,88
