HID,Area,LC4402_C_TYPACCOM,QS420_CELL,LC4402_C_TENHUK11,LC4408_C_AHTHUK11,CommunalSize,LC4404_C_SIZHUK11,LC4404_C_ROOMS,LC4405EW_C_BEDROOMS,LC4408EW_C_PPBROOMHEW11,LC4402_C_CENHEATHUK11,LC4605_C_NSSEC,LC4202_C_ETHHUK11,LC4202_C_CARSNO
4618,E00166756,5,-2,5,3,-2,2,1,1,-1,2,2,8,1
4364,E00166755,5,-2,6,1,-2,1,2,1,-1,2,1,4,1
2095,E00000022,5,-2,5,1,-2,1,1,1,-1,2,5,2,1
3857,E00000030,5,-2,6,5,-2,3,5,3,-1,2,1,2,1
5107,E00166757,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
5442,E00166759,5,-2,3,2,-2,2,4,2,-1,2,4,4,1
4124,E00000035,5,-2,3,1,-2,1,4,1,-1,2,2,4,1
2211,E00000023,5,-2,5,4,-2,2,4,3,-1,2,5,2,1
4674,E00166756,5,-2,6,5,-2,2,2,1,-1,2,2,6,1
3863,E00000030,-2,27,-2,-1,0,-1,-1,-1,-1,2,-1,-1,1
4974,E00166757,5,-2,6,5,-2,2,4,2,-1,2,1,8,1
886,E00000013,5,-2,6,1,-2,1,3,1,-1,2,1,2,1
1904,E00000021,5,-2,3,1,-2,1,3,2,-1,2,2,4,1
1088,E00000016,5,-2,2,1,-2,1,3,1,-1,2,2,2,2
4235,E00000035,5,-2,6,1,-2,1,6,1,-1,2,1,3,1
1689,E00000020,5,-2,2,1,-2,1,3,1,-1,2,1,2,1
3093,E00000027,5,-2,3,1,-2,1,1,1,-1,2,1,2,1
5392,E00166759,5,-2,2,2,-2,2,2,1,-1,2,4,2,1
5370,E00166759,5,-2,2,1,-2,1,1,1,-1,2,1,2,1
793,E00000012,5,-2,6,2,-2,2,3,2,-1,2,1,2,1
5004,E00166757,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
2660,E00000025,5,-2,6,3,-2,2,4,1,-1,2,4,3,1
2869,E00000026,5,-2,3,3,-2,2,3,2,-1,2,1,2,3
4025,E00000032,5,-2,5,4,-2,2,4,1,-1,2,5,7,1
147,E00000003,5,-2,2,1,-2,1,6,4,-1,2,1,2,2
2241,E00000023,-2,-2,-1,-1,-2,0,4,3,-1,2,-1,-1,1
2683,E00000025,5,-2,6,1,-2,1,5,1,-1,2,1,2,3
715,E00000012,5,-2,5,1,-2,1,3,1,-1,2,1,2,1
3371,E00000027,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1
3848,E00000030,5,-2,6,1,-2,1,4,1,-1,2,2,4,1
3280,E00000027,5,-2,6,5,-2,3,6,3,-1,2,9,2,2
2423,E00000024,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
4955,E00166757,5,-2,6,1,-2,1,4,1,-1,2,2,5,1
4870,E00166757,5,-2,6,3,-2,2,2,1,-1,1,1,4,1
2187,E00000023,5,-2,5,1,-2,1,2,1,-1,2,2,4,2
607,E00000010,5,-2,5,1,-2,1,1,1,-1,2,8,2,1
179,E00000003,5,-2,3,2,-2,4,3,2,-1,2,2,2,2
3892,E00000031,5,-2,5,1,-2,1,3,1,-1,2,7,2,1
1232,E00000016,5,-2,6,1,-2,1,3,2,-1,2,2,6,2
734,E00000012,5,-2,5,1,-2,1,3,1,-1,2,8,2,1
2712,E00000025,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1
3913,E00000031,5,-2,5,1,-2,1,4,1,-1,2,6,4,1
4812,E00166757,5,-2,3,1,-2,1,4,1,-1,2,2,2,1
104,E00000001,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
3205,E00000027,5,-2,6,2,-2,2,2,1,-1,2,2,2,2
3308,E00000027,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
1973,E00000021,5,-2,6,3,-2,2,3,2,-1,2,1,4,1
533,E00000007,5,-2,6,1,-2,1,3,2,-1,2,9,2,1
3194,E00000027,5,-2,6,1,-2,1,2,1,-1,2,9,4,1
1871,E00000021,5,-2,2,1,-2,1,4,2,-1,2,2,7,1
1824,E00000020,-2,-2,-1,-1,-2,0,4,3,-1,2,-1,-1,1
3524,E00000028,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
3996,E00000032,5,-2,5,1,-2,1,3,2,-1,2,5,7,1
988,E00000014,5,-2,5,1,-2,1,2,1,-1,2,3,2,1
1002,E00000014,5,-2,5,1,-2,1,2,1,-1,2,6,6,1
5318,E00166758,5,-2,6,1,-2,1,4,1,-1,2,2,2,2
1208,E00000016,5,-2,6,1,-2,1,2,1,-1,2,1,4,1
4281,E00000035,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
656,E00000010,5,-2,6,5,-2,2,2,1,-1,2,1,2,1
1103,E00000016,5,-2,2,1,-2,1,4,1,-1,2,2,2,1
1767,E00000020,5,-2,5,1,-2,1,2,1,-1,2,2,2,1
3891,E00000031,5,-2,5,1,-2,1,3,1,-1,2,5,2,1
192,E00000003,5,-2,3,2,-2,2,6,3,-1,2,1,2,1
4934,E00166757,5,-2,6,3,-2,2,3,1,-1,2,2,2,1
4795,E00166757,5,-2,3,1,-2,1,2,1,-1,2,2,2,1
5569,E00166759,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
3858,E00000030,5,-2,6,5,-2,3,5,3,-1,2,2,2,1
2220,E00000023,5,-2,5,2,-2,4,4,2,-1,2,2,2,2
597,E00000010,5,-2,3,1,-2,1,3,1,-1,2,3,6,2
436,E00000005,5,-2,6,1,-2,1,4,1,-1,2,1,2,1
912,E00000013,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
3570,E00000029,5,-2,3,1,-2,1,4,1,-1,2,4,4,1
3266,E00000027,5,-2,6,2,-2,2,4,2,-1,2,1,2,1
5307,E00166758,5,-2,6,3,-2,2,3,2,-1,2,1,2,1
3180,E00000027,5,-2,6,1,-2,1,2,1,-1,2,1,2,2
4628,E00166756,5,-2,6,1,-2,1,1,1,-1,2,1,2,2
552,E00000007,5,-2,6,1,-2,1,4,3,-1,2,2,4,1
309,E00000005,5,-2,2,3,-2,2,4,2,-1,2,1,2,1
1478,E00000018,5,-2,2,2,-2,3,4,2,-1,2,2,2,1
5172,E00166758,5,-2,2,2,-2,2,3,1,-1,2,1,2,2
2526,E00000025,5,-2,3,1,-2,1,2,1,-1,1,2,4,1
922,E00000013,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
876,E00000013,5,-2,6,1,-2,1,2,1,-1,2,2,2,1
4456,E00166755,5,-2,6,5,-2,2,5,4,-1,2,2,4,1
420,E00000005,5,-2,6,1,-2,1,3,2,-1,2,3,4,2
2796,E00000025,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
2536,E00000025,5,-2,3,2,-2,2,3,2,-1,2,2,2,2
3878,E00000031,5,-2,3,1,-2,1,4,2,-1,2,1,4,1
2517,E00000025,5,-2,2,2,-2,2,4,2,-1,2,1,2,1
827,E00000013,5,-2,2,2,-2,2,2,1,-1,2,9,6,1
464,E00000005,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
78,E00000001,5,-2,5,2,-2,2,5,3,-1,2,3,2,2
2246,E00000024,5,-2,2,2,-2,2,2,1,-1,2,1,2,2
5408,E00166759,5,-2,2,1,-2,1,4,2,-1,2,2,2,2
2694,E00000025,5,-2,6,5,-2,3,5,3,-1,2,9,2,3
5485,E00166759,5,-2,6,1,-2,1,1,1,-1,2,2,6,1
2849,E00000026,5,-2,2,3,-2,2,6,3,-1,2,1,2,1
4324,E00166755,5,-2,2,4,-2,2,1,1,-1,2,1,3,1
1479,E00000018,5,-2,2,1,-2,1,5,4,-1,2,1,4,2
1223,E00000016,5,-2,6,4,-2,2,2,1,-1,2,2,6,1
542,E00000007,5,-2,6,1,-2,1,4,1,-1,2,2,4,1
5454,E00166759,5,-2,5,1,-2,1,3,1,-1,2,2,2,1
2368,E00000024,5,-2,6,2,-2,3,4,2,-1,2,1,6,1
60,E00000001,5,-2,3,2,-2,2,5,3,-1,2,2,2,3
2716,E00000025,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
2717,E00000025,-2,-2,-1,-1,-2,0,5,3,-1,2,-1,-1,1
3726,E00000029,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
3083,E00000027,5,-2,2,1,-2,1,4,2,-1,2,2,6,1
1601,E00000019,5,-2,2,2,-2,2,5,2,-1,2,1,2,2
3282,E00000027,5,-2,6,3,-2,4,6,4,-1,2,2,4,1
3423,E00000028,5,-2,6,1,-2,1,1,1,-1,2,2,2,2
5533,E00166759,5,-2,6,5,-2,4,4,1,-1,2,1,4,1
560,E00000007,3,-2,6,3,-2,2,5,2,-1,2,5,4,1
3870,E00000031,5,-2,2,2,-2,2,3,2,-1,2,2,2,2
1054,E00000014,5,-2,6,3,-2,3,4,2,-1,1,1,2,1
199,E00000003,4,-2,3,2,-2,3,6,4,-1,2,1,2,2
5025,E00166757,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
1025,E00000014,5,-2,6,1,-2,1,1,1,-1,1,2,4,1
3006,E00000026,-2,-2,-1,-1,-2,0,6,3,-1,2,-1,-1,1
1199,E00000016,5,-2,6,1,-2,1,2,1,-1,2,2,2,1
5473,E00166759,5,-2,6,1,-2,1,1,1,-1,2,2,2,1
5189,E00166758,5,-2,2,1,-2,1,4,1,-1,2,1,5,2
1531,E00000018,4,-2,6,1,-2,1,2,1,-1,2,6,5,2
1598,E00000019,5,-2,2,1,-2,1,4,2,-1,2,1,4,2
4048,E00000032,5,-2,5,1,-2,1,5,1,-1,2,5,4,1
2047,E00000022,5,-2,2,1,-2,1,4,2,-1,2,1,2,1
2335,E00000024,5,-2,6,3,-2,2,3,1,-1,2,2,2,1
2922,E00000026,5,-2,6,3,-2,2,2,1,-1,2,4,2,2
3052,E00000026,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
681,E00000012,5,-2,2,2,-2,2,4,1,-1,2,1,4,1
3472,E00000028,5,-2,6,1,-2,1,3,1,-1,2,9,4,2
5183,E00166758,5,-2,2,2,-2,3,3,2,-1,2,3,4,2
4141,E00000035,5,-2,6,1,-2,1,1,1,-1,2,2,4,1
3984,E00000032,5,-2,5,1,-2,1,3,1,-1,2,6,2,1
1633,E00000019,5,-2,5,1,-2,1,6,2,-1,2,1,2,1
29,E00000001,5,-2,2,2,-2,2,5,3,-1,2,2,2,1
1994,E00000021,5,-2,6,5,-2,2,4,1,-1,1,2,6,1
4605,E00166756,5,-2,3,1,-2,1,3,1,-1,2,2,2,2
3851,E00000030,5,-2,6,5,-2,2,4,2,-1,2,2,2,1
2778,E00000025,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
5302,E00166758,5,-2,6,3,-2,2,3,1,-1,2,4,2,2
5527,E00166759,5,-2,6,5,-2,2,4,2,-1,2,1,6,1
1907,E00000021,5,-2,3,3,-2,2,3,1,-1,2,1,2,2
4030,E00000032,5,-2,5,2,-2,2,4,3,-1,2,4,7,2
3660,E00000029,5,-2,6,4,-2,2,3,2,-1,2,1,4,1
2279,E00000024,5,-2,3,1,-2,1,4,2,-1,2,2,2,2
2473,E00000024,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
1787,E00000020,5,-2,6,2,-2,3,3,2,-1,2,4,2,2
1343,E00000017,5,-2,3,1,-2,1,6,4,-1,2,1,2,2
4242,E00000035,-2,27,-2,-1,0,-1,-1,-1,-1,2,-1,-1,1
4460,E00166755,5,-2,6,3,-2,2,6,1,-1,2,1,6,1
5351,E00166758,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
1344,E00000017,5,-2,3,1,-2,1,6,4,-1,2,1,2,2
670,E00000012,5,-2,2,1,-2,1,2,1,-1,2,2,4,1
3721,E00000029,-2,-2,-1,-1,-2,0,6,2,-1,2,-1,-1,1
3179,E00000027,5,-2,6,1,-2,1,2,1,-1,2,1,2,2
2759,E00000025,-2,-2,-1,-1,-2,0,4,1,-1,1,-1,-1,1
714,E00000012,5,-2,5,2,-2,4,2,1,-1,2,7,2,1
2302,E00000024,5,-2,6,1,-2,1,2,1,-1,2,1,3,1
2075,E00000022,5,-2,3,2,-2,2,4,2,-1,2,4,2,2
3745,E00000030,5,-2,3,1,-2,1,1,1,-1,2,1,2,1
3604,E00000029,5,-2,5,1,-2,1,3,1,-1,2,7,6,2
2353,E00000024,5,-2,6,1,-2,1,4,2,-1,2,1,2,1
1548,E00000018,4,-2,6,3,-2,2,3,2,-1,2,1,2,1
3345,E00000027,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
1229,E00000016,5,-2,6,1,-2,1,3,2,-1,2,1,2,1
3195,E00000027,5,-2,6,1,-2,1,2,1,-1,2,1,5,1
3864,E00000030,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
274,E00000005,5,-2,2,1,-2,1,3,2,-1,2,2,2,1
5366,E00166758,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
5294,E00166758,5,-2,6,1,-2,1,3,2,-1,2,4,2,1
820,E00000013,5,-2,2,1,-2,1,2,1,-1,2,3,2,2
293,E00000005,5,-2,2,1,-2,1,4,1,-1,2,2,2,2
5215,E00166758,5,-2,2,3,-2,2,5,2,-1,2,6,2,3
4534,E00166755,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
189,E00000003,5,-2,3,1,-2,1,6,3,-1,2,1,2,3
1840,E00000021,5,-2,2,1,-2,1,3,1,-1,2,1,2,2
5258,E00166758,5,-2,3,3,-2,2,3,1,-1,2,1,2,2
5420,E00166759,5,-2,3,1,-2,1,1,1,-1,2,1,5,1
5002,E00166757,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
4513,E00166755,-2,-2,-1,-1,-2,0,4,3,-1,2,-1,-1,1
4138,E00000035,5,-2,6,1,-2,1,1,1,-1,2,1,2,1
5185,E00166758,5,-2,2,1,-2,1,4,1,-1,2,2,2,1
1178,E00000016,5,-2,3,3,-2,2,4,2,-1,2,1,2,2
3957,E00000032,5,-2,5,1,-2,1,1,1,-1,2,2,7,1
1621,E00000019,5,-2,3,1,-2,1,4,1,-1,2,1,2,2
527,E00000007,5,-2,6,1,-2,1,3,1,-1,2,2,4,1
932,E00000014,5,-2,2,1,-2,1,2,1,-1,2,3,2,1
1433,E00000017,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
642,E00000010,5,-2,5,1,-2,1,3,1,-1,2,2,7,1
3627,E00000029,5,-2,6,4,-2,2,1,1,-1,2,1,2,1
310,E00000005,5,-2,2,5,-2,3,4,1,-1,2,1,2,3
485,E00000007,5,-2,2,2,-2,2,3,2,-1,2,1,2,3
1692,E00000020,5,-2,2,1,-2,1,3,1,-1,2,4,2,1
4274,E00000035,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
5260,E00166758,5,-2,3,2,-2,2,3,2,-1,2,1,2,1
781,E00000012,5,-2,6,1,-2,1,2,1,-1,2,1,4,1
1042,E00000014,5,-2,6,1,-2,1,2,1,-1,2,1,5,1
501,E00000007,5,-2,3,1,-2,1,3,2,-1,2,1,8,1
164,E00000003,5,-2,2,2,-2,2,6,4,-1,2,2,2,1
5494,E00166759,5,-2,6,1,-2,1,2,1,-1,2,2,6,1
1142,E00000016,5,-2,3,1,-2,1,2,1,-1,2,1,2,2
2168,E00000023,5,-2,2,2,-2,2,5,3,-1,2,1,2,1
1877,E00000021,5,-2,2,2,-2,3,4,2,-1,2,1,2,1
804,E00000013,5,-2,2,1,-2,1,1,1,-1,2,2,2,2
1768,E00000020,5,-2,5,1,-2,1,2,1,-1,2,4,2,1
4120,E00000035,5,-2,3,2,-2,2,3,2,-1,2,2,2,1
811,E00000013,5,-2,2,1,-2,1,2,1,-1,2,2,2,1
1305,E00000017,5,-2,2,2,-2,2,6,4,-1,2,2,2,1
5558,E00166759,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
5235,E00166758,5,-2,3,2,-2,2,2,1,-1,2,2,2,3
3830,E00000030,5,-2,5,2,-2,4,5,3,-1,1,2,2,3
711,E00000012,5,-2,5,1,-2,1,2,1,-1,2,3,2,2
1277,E00000017,5,-2,2,1,-2,1,5,3,-1,2,1,2,1
2164,E00000023,5,-2,2,2,-2,2,4,2,-1,2,1,4,1
4664,E00166756,5,-2,6,1,-2,1,2,1,-1,2,2,2,1
3513,E00000028,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
1298,E00000017,5,-2,2,1,-2,1,6,4,-1,2,1,4,1
4341,E00166755,5,-2,3,1,-2,1,3,2,-1,2,1,4,1
241,E00000005,5,-2,2,1,-2,1,2,1,-1,2,3,2,1
3405,E00000028,5,-2,3,2,-2,2,2,1,-1,2,3,2,2
4395,E00166755,5,-2,6,1,-2,1,3,2,-1,2,2,2,1
5036,E00166757,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1
1761,E00000020,5,-2,3,3,-2,2,5,2,-1,2,1,2,2
1497,E00000018,5,-2,2,2,-2,4,6,4,-1,2,2,2,3
1921,E00000021,5,-2,3,2,-2,2,4,2,-1,2,1,2,3
1156,E00000016,5,-2,3,2,-2,2,3,1,-1,1,1,2,1
4497,E00166755,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
2452,E00000024,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
2851,E00000026,5,-2,3,1,-2,1,2,1,-1,1,2,6,1
1703,E00000020,5,-2,2,3,-2,2,3,1,-1,2,9,6,2
266,E00000005,5,-2,2,1,-2,1,3,1,-1,2,2,2,2
5335,E00166758,5,-2,6,1,-2,1,6,1,-1,2,2,2,1
399,E00000005,5,-2,6,3,-2,2,2,1,-1,2,5,2,2
4915,E00166757,5,-2,6,1,-2,1,3,2,-1,2,1,2,1
3972,E00000032,5,-2,5,1,-2,1,2,1,-1,2,8,6,2
3769,E00000030,5,-2,5,1,-2,1,2,1,-1,2,6,2,1
5333,E00166758,5,-2,6,5,-2,2,4,2,-1,2,1,8,1
5529,E00166759,5,-2,6,2,-2,3,4,1,-1,2,9,2,1
3988,E00000032,5,-2,5,1,-2,1,3,1,-1,2,5,7,1
4703,E00166756,5,-2,6,3,-2,2,4,2,-1,2,2,4,1
3971,E00000032,5,-2,5,1,-2,1,2,1,-1,2,6,6,2
5236,E00166758,5,-2,3,2,-2,2,2,1,-1,2,2,4,2
4782,E00166757,5,-2,2,1,-2,1,4,2,-1,2,1,2,2
2017,E00000021,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
2608,E00000025,5,-2,6,2,-2,2,3,1,-1,2,9,7,1
5374,E00166759,5,-2,2,1,-2,1,1,1,-1,2,1,2,3
4470,E00166755,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
4481,E00166755,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
2865,E00000026,5,-2,3,1,-2,1,3,2,-1,2,4,2,2
1644,E00000019,5,-2,6,5,-2,2,3,2,-1,2,1,2,1
167,E00000003,5,-2,2,2,-2,2,6,4,-1,2,3,2,2
4834,E00166757,5,-2,6,1,-2,1,2,1,-1,1,2,6,1
424,E00000005,5,-2,6,3,-2,2,3,1,-1,2,1,2,2
2624,E00000025,5,-2,6,1,-2,1,4,1,-1,2,2,2,1
4833,E00166757,5,-2,6,1,-2,1,2,1,-1,1,9,4,2
4596,E00166756,5,-2,3,1,-2,1,2,1,-1,2,1,2,1
161,E00000003,4,-2,2,2,-2,2,6,4,-1,2,3,2,1
5379,E00166759,5,-2,2,2,-2,2,1,1,-1,2,2,2,2
5510,E00166759,5,-2,6,3,-2,4,3,3,-1,2,3,2,1
2985,E00000026,5,-2,6,5,-2,4,6,4,-1,2,1,5,1
4062,E00000032,5,-2,5,2,-2,4,5,3,-1,2,2,2,1
1378,E00000017,5,-2,6,1,-2,1,1,1,-1,2,2,4,3
1181,E00000016,5,-2,3,2,-2,2,6,1,-1,2,1,2,1
1898,E00000021,5,-2,3,1,-2,1,3,1,-1,2,3,2,1
2832,E00000026,5,-2,2,1,-2,1,3,2,-1,2,1,2,1
4440,E00166755,5,-2,6,5,-2,2,4,2,-1,2,1,2,2
3751,E00000030,5,-2,3,4,-2,3,5,3,-1,2,2,2,2
2568,E00000025,2,-2,6,1,-2,1,2,1,-1,2,2,4,1
2029,E00000021,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
795,E00000012,5,-2,6,3,-2,2,4,1,-1,2,1,4,1
1567,E00000018,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1
5056,E00166757,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
2725,E00000025,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
1060,E00000014,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
2549,E00000025,5,-2,3,2,-2,4,4,2,-1,2,2,5,1
398,E00000005,5,-2,6,3,-2,2,2,1,-1,2,1,2,1
882,E00000013,5,-2,6,3,-2,2,2,1,-1,2,1,2,1
5554,E00166759,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
717,E00000012,5,-2,5,1,-2,1,3,1,-1,2,2,2,1
4866,E00166757,5,-2,6,1,-2,1,2,1,-1,2,4,6,1
5469,E00166759,5,-2,6,1,-2,1,1,1,-1,2,2,2,1
4142,E00000035,5,-2,6,1,-2,1,1,1,-1,2,9,4,1
818,E00000013,5,-2,2,1,-2,1,2,1,-1,2,1,2,2
4158,E00000035,5,-2,6,1,-2,1,2,1,-1,2,2,4,1
403,E00000005,5,-2,6,1,-2,1,3,1,-1,2,2,2,1
1407,E00000017,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1
4893,E00166757,5,-2,6,1,-2,1,3,1,-1,2,1,4,1
2853,E00000026,5,-2,3,1,-2,1,2,1,-1,2,1,2,2
2510,E00000025,5,-2,2,1,-2,1,4,2,-1,2,2,2,1
1716,E00000020,5,-2,2,1,-2,1,4,2,-1,2,2,4,2
3430,E00000028,5,-2,6,1,-2,1,2,1,-1,1,4,4,1
2406,E00000024,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
1568,E00000018,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
4666,E00166756,5,-2,6,1,-2,1,2,1,-1,2,1,2,3
4190,E00000035,5,-2,6,1,-2,1,3,2,-1,2,3,6,1
3529,E00000028,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
4426,E00166755,5,-2,6,3,-2,2,4,1,-1,1,1,2,1
89,E00000001,5,-2,6,3,-2,2,5,3,-1,2,4,2,3
1882,E00000021,5,-2,2,1,-2,1,6,4,-1,2,3,2,1
4189,E00000035,5,-2,6,1,-2,1,3,2,-1,2,2,6,1
1240,E00000016,5,-2,6,2,-2,2,4,2,-1,2,1,5,1
2291,E00000024,5,-2,6,1,-2,1,1,1,-1,2,6,6,1
2317,E00000024,4,-2,6,1,-2,1,3,1,-1,2,9,4,1
5303,E00166758,5,-2,6,5,-2,2,3,1,-1,2,1,4,2
4858,E00166757,5,-2,6,1,-2,1,2,1,-1,2,2,4,1
4325,E00166755,5,-2,2,1,-2,1,2,1,-1,2,1,4,2
4028,E00000032,5,-2,5,4,-2,2,4,2,-1,2,7,6,1
4046,E00000032,5,-2,5,4,-2,4,4,3,-1,2,7,2,1
416,E00000005,5,-2,6,1,-2,1,3,2,-1,1,2,2,1
3433,E00000028,5,-2,6,1,-2,1,2,1,-1,2,1,2,1
966,E00000014,5,-2,5,1,-2,1,1,1,-1,2,4,2,1
1385,E00000017,5,-2,6,1,-2,1,3,1,-1,2,2,4,3
807,E00000013,5,-2,2,1,-2,1,2,1,-1,2,1,2,1
4306,E00000035,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
239,E00000003,-2,-2,-1,-1,-2,0,4,3,-1,2,-1,-1,1
3563,E00000029,5,-2,2,1,-2,1,4,1,-1,1,3,2,1
4184,E00000035,5,-2,6,1,-2,1,3,2,-1,2,5,2,1
1895,E00000021,5,-2,3,1,-2,1,3,1,-1,2,1,2,1
704,E00000012,5,-2,5,3,-2,2,1,1,-1,2,2,2,1
1785,E00000020,5,-2,6,3,-2,2,3,2,-1,2,4,2,2
2824,E00000026,5,-2,2,1,-2,1,2,1,-1,2,1,2,2
2546,E00000025,5,-2,3,2,-2,2,4,2,-1,2,1,2,1
4716,E00166756,-2,-2,-1,-1,-2,0,3,2,-1,1,-1,-1,1
5449,E00166759,5,-2,5,1,-2,1,1,1,-1,2,2,2,1
531,E00000007,3,-2,6,1,-2,1,3,2,-1,2,2,2,1
5295,E00166758,5,-2,6,1,-2,1,3,2,-1,2,2,4,1
2025,E00000021,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
2369,E00000024,5,-2,6,5,-2,3,4,3,-1,2,9,2,2
3706,E00000029,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
599,E00000010,5,-2,3,2,-2,2,3,1,-1,2,1,2,2
4837,E00166757,5,-2,6,1,-2,1,2,1,-1,2,1,2,1
2130,E00000022,5,-2,5,4,-2,3,4,2,-1,2,2,7,1
1477,E00000018,5,-2,2,3,-2,2,4,2,-1,2,1,2,2
2516,E00000025,5,-2,2,2,-2,2,4,2,-1,1,9,2,1
885,E00000013,5,-2,6,3,-2,3,2,1,-1,2,1,2,1
2836,E00000026,5,-2,2,2,-2,2,3,2,-1,2,1,2,2
4825,E00166757,5,-2,6,1,-2,1,1,1,-1,2,2,2,1
224,E00000003,5,-2,6,5,-2,3,6,4,-1,2,1,8,2
5104,E00166757,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
689,E00000012,5,-2,3,1,-2,1,3,1,-1,2,6,2,1
33,E00000001,5,-2,2,2,-2,2,5,3,-1,2,2,2,2
3677,E00000029,5,-2,6,4,-2,3,5,3,-1,2,2,2,2
1919,E00000021,5,-2,3,2,-2,2,4,1,-1,2,1,2,3
757,E00000012,5,-2,5,4,-2,2,3,1,-1,2,2,2,1
1975,E00000021,5,-2,6,5,-2,2,3,2,-1,2,2,2,1
5402,E00166759,5,-2,2,4,-2,2,3,2,-1,2,2,2,3
2831,E00000026,5,-2,2,1,-2,1,3,1,-1,2,9,6,3
2102,E00000022,5,-2,5,4,-2,2,3,2,-1,2,2,4,1
2014,E00000021,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
2577,E00000025,5,-2,6,1,-2,1,2,1,-1,2,1,2,2
3960,E00000032,5,-2,5,3,-2,2,1,1,-1,2,1,4,1
2638,E00000025,5,-2,6,1,-2,1,4,2,-1,2,1,2,1
5431,E00166759,5,-2,3,1,-2,1,3,1,-1,2,1,4,3
978,E00000014,5,-2,5,1,-2,1,2,1,-1,1,2,4,2
2742,E00000025,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
964,E00000014,5,-2,5,1,-2,1,1,1,-1,2,3,2,1
2128,E00000022,5,-2,5,4,-2,3,4,2,-1,2,3,4,1
639,E00000010,5,-2,5,1,-2,1,3,1,-1,2,2,4,1
2480,E00000024,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
2352,E00000024,5,-2,6,1,-2,1,4,2,-1,2,1,2,1
505,E00000007,5,-2,3,1,-2,1,4,2,-1,2,1,6,2
4355,E00166755,5,-2,6,1,-2,1,1,1,-1,2,6,6,1
4146,E00000035,5,-2,6,1,-2,1,2,1,-1,1,2,6,1
4065,E00000032,5,-2,5,2,-2,4,5,3,-1,2,5,4,1
5250,E00166758,5,-2,3,2,-2,2,3,1,-1,2,1,2,2
